incident_date,year,month,month_name,quarter,day_of_week,is_weekend,day_of_year,state_name,region,region_code,division,city,agency_name,agency_type,population,population_category,population_group,location,offense_description,offense_severity,severity_score,bias_category,bias_group,bias_motivation,total_victims,adult_victims,juvenile_victims,total_offenders,adult_offenders,juvenile_offenders,victim_offender_ratio,hate_crime_index,victim_types,offender_race,offender_ethnicity
2024-03-22,2024,3,March,Q1,Friday,False,82,,South,3.0,South Atlantic,Barnwell,HP: BARNWELL COUNTY,State Police,,,"Non-MSA Counties <10,000",,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,Asian,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Alabama,Northeast,1.0,Middle Atlantic,South Connellsville,SOUTH CONNELLSVILLE BORO,City,1868.0,Very Small,"Cities <2,500",Residence/Home,Motor Vehicle Theft,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,0,0,0,,0.6931471805599453,Individual,Black or African American,
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,BF: MCKEAN COUNTY,State Agency Enforcement Unit,,,"Non-MSA Counties <10,000",Highway/Road/Alley,Robbery,Violent,3.0,Gender Identity,Gender Identity,Anti-Transgender,1,1,0,2,2,0,0.5,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,FOREST RANGERS: ROTHROCK STATE,State Agency Enforcement Unit,,,Possessions,Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Government,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,FOREST RANGERS: ROTHROCK STATE,State Agency Enforcement Unit,,,Possessions,Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,FOREST RANGERS: ROTHROCK STATE,State Agency Enforcement Unit,,,Possessions,Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Religious Organization,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,FOREST RANGERS: ROTHROCK STATE,State Agency Enforcement Unit,,,Possessions,Highway/Road/Alley,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,OFFICE OF ATTORNEY GENERAL REG,State Agency Enforcement Unit,,,"MSA Counties <10,000",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,SETON HILL UNIVERSITY,University or College,,,"Cities <2,500",Service/Gas Station,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2024-03-23,2024,3,March,Q1,Saturday,True,83,California,Northeast,1.0,Middle Atlantic,,SPR: OLE BULL,State Agency Enforcement Unit,,,"Cities <2,500",Department/Discount Store,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Hindu,1,1,0,2,2,0,0.5,0.6931471805599453,Individual,Multiple Races,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Kentucky,South,3.0,East South Central,White House,WHITE HOUSE,City,7969.0,Small,"Cities 10,000-24,999",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,0,1,1,1,0,1.0,0.6931471805599453,Individual,White,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Massachusetts,South,3.0,West South Central,Comanche,COMANCHE,County,7665.0,Small,"Non-MSA Counties <10,000",Shelter - Mission/Homeless,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2024-03-23,2024,3,March,Q1,Saturday,True,83,Massachusetts,South,3.0,West South Central,Copperas Cove,COPPERAS COVE,City,36866.0,Medium,"Cities 25,000-49,999",Restaurant,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2024-03-23,2024,3,March,Q1,Saturday,True,83,Michigan,South,3.0,West South Central,Ingram,INGRAM,City,1881.0,Very Small,"Cities <2,500",Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,0,1,0,0,0,,2.0794415416798357,Individual,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Minnesota,South,3.0,West South Central,Mart,MART,City,1809.0,Very Small,"Cities <2,500",Residence/Home,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),1,0,1,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2024-03-23,2024,3,March,Q1,Saturday,True,83,Missouri,South,3.0,West South Central,Pearsall,FRIO,County,7638.0,Small,"Non-MSA Counties <10,000",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2024-03-23,2024,3,March,Q1,Saturday,True,83,Nevada,South,3.0,West South Central,,ROCKWALL COUNTY CONSTABLE: PRE,"Other Agencies (e.g., fire marshal, hospital, airport)",,,Possessions,Other/Unknown,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,New York,South,3.0,West South Central,,WILBARGER COUNTY CONSTABLE: PR,"Other Agencies (e.g., fire marshal, hospital, airport)",,,Possessions,Other/Unknown,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Other,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Oregon,South,3.0,South Atlantic,Abingdon,ABINGDON,City,7820.0,Small,"Cities 2,500-9,999",Highway/Road/Alley,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Pennsylvania,West,4.0,Pacific,Covington,COVINGTON,City,20686.0,Medium,"Cities 10,000-24,999",Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Asian,1,0,1,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Pennsylvania,South,3.0,South Atlantic,Pounding Mill,SP: RUSSELL COUNTY,State Police,,,"Non-MSA Counties <10,000",Government/Public Building,Aggravated Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-LGBTQ+ (Mixed Group),3,3,0,0,0,0,,4.1588830833596715,Individual,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Virginia,North Central,2.0,East North Central,Hurley,HURLEY,City,1564.0,Very Small,"Cities <2,500",Parking Lot/Garage,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Religious Organization,White,Not Hispanic or Latino
2024-03-23,2024,3,March,Q1,Saturday,True,83,Washington,North Central,2.0,East North Central,Palmyra,PALMYRA,City,1742.0,Very Small,"Cities <2,500",Highway/Road/Alley,Simple Assault,Violent,3.0,Gender Identity,Gender Identity,Anti-Transgender,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-23,2024,3,March,Q1,Saturday,True,83,Washington,North Central,2.0,East North Central,Palmyra,PALMYRA,City,1742.0,Very Small,"Cities <2,500",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Religious Organization,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,California,Northeast,1.0,Middle Atlantic,,BF: LUZERNE COUNTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Highway/Road/Alley,Aggravated Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,2.0794415416798357,Individual,,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,California,Northeast,1.0,Middle Atlantic,,FOREST RANGERS: ROTHROCK STATE,State Agency Enforcement Unit,,,Possessions,Government/Public Building,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,"Anti-Multiple Races, Group",0,0,0,0,0,0,,0.0,Business,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,California,Northeast,1.0,Middle Atlantic,,OFFICE OF ATTORNEY GENERAL REG,State Agency Enforcement Unit,,,"Non-MSA Counties <10,000",Hotel/Motel/Etc.,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,California,Northeast,1.0,Middle Atlantic,,OFFICE OF ATTORNEY GENERAL REG,State Agency Enforcement Unit,,,"Non-MSA Counties <10,000",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Connecticut,Northeast,1.0,New England,Tiverton,TIVERTON,City,16244.0,Medium,"Cities 10,000-24,999",School/College,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Business,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,District Of Columbia,South,3.0,South Atlantic,Beaufort,BEAUFORT,County,136862.0,Very Large,"MSA Counties 100,000+",Air/Bus/Train Terminal,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,District Of Columbia,South,3.0,South Atlantic,Beaufort,BEAUFORT,County,136862.0,Very Large,"MSA Counties 100,000+",Air/Bus/Train Terminal,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Asian,1,1,0,1,0,1,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,Illinois,South,3.0,East South Central,Hornbeak,HORNBEAK,City,467.0,Very Small,"Cities <2,500",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Religious Organization,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Illinois,South,3.0,East South Central,Hornbeak,HORNBEAK,City,467.0,Very Small,"Cities <2,500",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Maryland,South,3.0,West South Central,De Kalb,DE KALB,City,1466.0,Very Small,"Cities <2,500",Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Other,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Massachusetts,South,3.0,West South Central,Clifton,CLIFTON,City,3406.0,Small,"Cities 2,500-9,999",Residence/Home,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,Massachusetts,South,3.0,West South Central,Corinth,CORINTH,City,22719.0,Medium,"Cities 10,000-24,999",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Michigan,South,3.0,West South Central,Houston,UN OF HOUSTON:CENTRAL CA,University or College,,,"Cities <2,500",Residence/Home,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,New Jersey,South,3.0,West South Central,,JOHNSON COUNTY CONSTABLE: PREC,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"MSA Counties <10,000",Residence/Home,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Hispanic or Latino,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Highway/Road/Alley,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Government,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Other/Unknown,Simple Assault,Violent,3.0,Religion,Religion,Anti-Jewish,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,,Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Church/Synagogue/Temple,Simple Assault,Violent,3.0,Religion,Religion,Anti-Jewish,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Church/Synagogue/Temple,Simple Assault,Violent,3.0,Religion,Religion,Anti-Jewish,1,1,0,2,2,0,0.5,2.0794415416798357,Individual,White,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Church/Synagogue/Temple,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Convenience Store,Robbery,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,3,3,0,0.3333333333333333,2.0794415416798357,Individual,White,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,,BUREAU OF ATF COLUMBUS,,,,,Highway/Road/Alley,All Other Larceny,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,New York,,,,,BUREAU OF ATF HYATTSVILLE,,,,,Restaurant,Burglary/Breaking and Entering,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-White,0,0,0,0,0,0,,0.0,,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Ohio,,,,,Social Security Administration,,,,,Parking Lot/Garage,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Disability,Disability,Anti-Mental Disability,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Oregon,South,3.0,South Atlantic,Abingdon,WASHINGTON,County,43895.0,Medium,"MSA Counties 25,000-99,999",Amusement Park,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,Hispanic or Latino
2024-03-24,2024,3,March,Q1,Sunday,True,84,Oregon,Northeast,1.0,New England,Poultney,POULTNEY,City,3015.0,Small,"Cities 2,500-9,999",Park/Playground,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,"Anti-Multiple Races, Group",0,0,0,0,0,0,,0.0,Business,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Pennsylvania,West,4.0,Pacific,Covington,COVINGTON,City,20686.0,Medium,"Cities 10,000-24,999",Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,1,1,0,0.0,0.0,Religious Organization,White,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Pennsylvania,West,4.0,Pacific,Covington,COVINGTON,City,21640.0,Medium,"Cities 10,000-24,999",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Virginia,North Central,2.0,East North Central,De Pere,DE PERE,City,25122.0,Medium,"Cities 25,000-49,999",Grocery/Supermarket,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Business,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Virginia,North Central,2.0,East North Central,De Pere,DE PERE,City,25122.0,Medium,"Cities 25,000-49,999",Department/Discount Store,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,Washington,North Central,2.0,East North Central,Mukwonago,MUKWONAGO TOWN,City,8184.0,Small,"Cities 2,500-9,999",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-24,2024,3,March,Q1,Sunday,True,84,,South,3.0,South Atlantic,Barnwell,HP: BARNWELL COUNTY,State Police,,,"Non-MSA Counties <10,000",Residence/Home,Intimidation,Non-Violent,1.0,Gender,Gender,Anti-Female,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,Alabama,Northeast,1.0,Middle Atlantic,Tunkahannock,COUNTY DET: WYOMING CNTY,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"MSA Counties <10,000",Residence/Home,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2024-03-25,2024,3,March,Q1,Monday,False,85,Alabama,Northeast,1.0,Middle Atlantic,Tyrone,SNYDER TOWNSHIP,City,3299.0,Small,"Cities 2,500-9,999",School/College,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Asian,1,0,1,1,0,1,1.0,2.0794415416798357,Individual,White,Not Hispanic or Latino
2024-03-25,2024,3,March,Q1,Monday,False,85,Alaska,Northeast,1.0,Middle Atlantic,Slovan,SMITH TOWNSHIP,City,4333.0,Small,"Cities 2,500-9,999",Highway/Road/Alley,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,California,Northeast,1.0,Middle Atlantic,,FOREST RANGERS: ROTHROCK STATE,State Agency Enforcement Unit,,,Possessions,Air/Bus/Train Terminal,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,0,0,0,0,0,0,,0.0,Business,,
2024-03-25,2024,3,March,Q1,Monday,False,85,California,Northeast,1.0,Middle Atlantic,,FOREST RANGERS: ROTHROCK STATE,State Agency Enforcement Unit,,,Possessions,Convenience Store,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,California,Northeast,1.0,Middle Atlantic,,SAINT FRANCIS UNIVERSITY,University or College,,,"Cities <2,500",Other/Unknown,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),2,2,0,0,0,0,,3.295836866004329,Individual,Black or African American,
2024-03-25,2024,3,March,Q1,Monday,False,85,Colorado,Northeast,1.0,Middle Atlantic,,UNIVERSITY OF SCRANTON,University or College,,,"Cities <2,500",Drug Store/Dr.'s Office/Hospital,Simple Assault,Violent,3.0,Religion,Religion,Anti-Islamic (Muslim),1,1,0,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2024-03-25,2024,3,March,Q1,Monday,False,85,Connecticut,South,3.0,South Atlantic,Aiken,AIKEN,City,31270.0,Medium,"Cities 25,000-49,999",Park/Playground,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,0,0,0,,0.0,Government,,
2024-03-25,2024,3,March,Q1,Monday,False,85,Connecticut,Northeast,1.0,New England,Warren,WARREN,City,11143.0,Medium,"Cities 10,000-24,999",School - Elementary/Secondary,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Other Religion,0,0,0,0,0,0,,0.0,Other,,
2024-03-25,2024,3,March,Q1,Monday,False,85,Florida,South,3.0,South Atlantic,Columbia,DNR: DARLINGTON COUNTY,State Agency Enforcement Unit,,,"MSA Counties <10,000",Residence/Home,Simple Assault,Violent,3.0,Religion,Religion,Anti-Buddhist,3,0,3,1,1,0,3.0,4.1588830833596715,Individual,White,Not Hispanic or Latino
2024-03-25,2024,3,March,Q1,Monday,False,85,Louisiana,South,3.0,West South Central,Bonham,FANNIN,County,21521.0,Medium,"Non-MSA Counties 10,000-24,999",Jail/Prison,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,3,3,0,1,1,0,3.0,4.1588830833596715,,White,
2024-03-25,2024,3,March,Q1,Monday,False,85,Maine,South,3.0,West South Central,Farwell,PARMER,County,2517.0,Small,"Non-MSA Counties <10,000",Residence/Home,Simple Assault,Violent,3.0,Sexual Orientation,Sexual Orientation,Anti-Gay (Male),1,1,0,1,1,0,1.0,2.0794415416798357,Individual,White,
2024-03-25,2024,3,March,Q1,Monday,False,85,Michigan,South,3.0,West South Central,Houston,ISD: SPRING BRANCH,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"Cities <2,500",Parking Lot/Garage,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Asian,2,2,0,3,2,1,0.6666666666666666,3.295836866004329,Individual,White,
2024-03-25,2024,3,March,Q1,Monday,False,85,Michigan,South,3.0,West South Central,La Grulla,LA GRULLA,City,1688.0,Very Small,"Cities <2,500",Bank/Savings and Loan,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,
2024-03-25,2024,3,March,Q1,Monday,False,85,New Jersey,South,3.0,West South Central,,INDEPENDENT SCHOOL DISTRICT: T,"Other Agencies (e.g., fire marshal, hospital, airport)",,,Possessions,Parking Lot/Garage,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,New Jersey,South,3.0,West South Central,,ISD: Jonesboro,"Other Agencies (e.g., fire marshal, hospital, airport)",,,"Cities <2,500",Highway/Road/Alley,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,White,Not Hispanic or Latino
2024-03-25,2024,3,March,Q1,Monday,False,85,New Jersey,South,3.0,West South Central,,LAMPASAS COUNTY CONSTABLE: PRE,"Other Agencies (e.g., fire marshal, hospital, airport)",,,Possessions,School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,0,1,1.0,0.6931471805599453,Individual,White,
2024-03-25,2024,3,March,Q1,Monday,False,85,New Jersey,South,3.0,West South Central,,LOS INDIOS,City,1007.0,Very Small,"Cities <2,500",School - Elementary/Secondary,Intimidation,Non-Violent,1.0,Race/Ethnicity,Race/Ethnicity,Anti-Black or African American,1,1,0,1,1,0,1.0,0.6931471805599453,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Highway/Road/Alley,Simple Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-White,1,1,0,0,0,0,,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
2024-03-25,2024,3,March,Q1,Monday,False,85,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Highway/Road/Alley,Simple Assault,Violent,3.0,Gender,Gender,Anti-Female,1,1,0,0,0,0,,2.0794415416798357,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,New York,,,,Lexington,US MARSHALS SRVC: LXNGTN,,,,,Highway/Road/Alley,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Islamic (Muslim),3,3,0,0,0,0,,1.3862943611198906,Individual,White,Not Hispanic or Latino
2024-03-25,2024,3,March,Q1,Monday,False,85,New York,,,,,BUREAU OF ATF FORT WORTH,,,,,Church/Synagogue/Temple,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Religion,Religion,Anti-Jewish,0,0,0,1,1,0,0.0,0.0,Business,,
2024-03-25,2024,3,March,Q1,Monday,False,85,Ohio,West,4.0,Mountain,Manti,SANPETE,County,10436.0,Medium,"Non-MSA Counties 10,000-24,999",Parking Lot/Garage,Destruction/Damage/Vandalism of Property,Non-Violent,1.0,Disability,Disability,Anti-Physical Disability,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,Oregon,South,3.0,South Atlantic,Arlington,ARLINGTON COUNTY PD,County,231844.0,Very Large,"MSA Counties 100,000+",School - College/University,Aggravated Assault,Violent,3.0,Race/Ethnicity,Race/Ethnicity,Anti-Other Race/Ethnicity/Ancestry,1,0,1,1,0,1,1.0,2.0794415416798357,Individual,Asian,Hispanic or Latino
2024-03-25,2024,3,March,Q1,Monday,False,85,Pennsylvania,West,4.0,Pacific,Covington,COVINGTON,City,21640.0,Medium,"Cities 10,000-24,999",Residence/Home,Intimidation,Non-Violent,1.0,Religion,Religion,Anti-Jewish,1,1,0,0,0,0,,0.6931471805599453,Individual,,
2024-03-25,2024,3,March,Q1,Monday,False,85,South Carolina,West,4.0,Pacific,Gig Harbor,GIG HARBOR,City,12693.0,Medium,"Cities 10,000-24,999",Residence/Home,Simple Assault,Violent,3.0,Religion,Religion,Anti-Sikh,1,1,0,1,1,0,1.0,2.0794415416798357,Individual,Black or African American,Not Hispanic or Latino
