year,record_type,incident_id,ori_code,incident_date,total_individual_victims,total_offenses,bias_motivation_1,bias_motivation_2,bias_motivation_3,bias_motivation_4,bias_motivation_5
2022,IR,24MO0920000S,1-J407266,8A202205,13,N2,00,10,1B,13,B0
2022,IR,24MO0920100P,922WGZ7US,CT202205,17,N2,00,10,1W,13,C0
2022,IR,24MO0920100Z,82X4IBKTF,39202201,10,N1,00,10,3W,13,B0
2022,IR,24MO0920300C,T-1IV3U72,8N202203,22,N1,00,00,0U,29,00
2022,IR,24MO0920400Q,OP0IYNLSL,AC202212,15,N4,00,10,1W,13,C0
2022,IR,24MO0920400Q,OP0IYNLSV,A6202212,07,N4,00,10,1B,13,B0
2022,IR,24MO0920400T,2PQOZHNK4,5O202203,22,N1,00,10,1W,13,C0
2022,IR,24MO0920700V,S-IY41WPU,72202205,18,N2,00,10,1B,13,A0
2022,IR,24MO09209002,W2JGUF39X,1A202210,06,N4,00,20,1B,22,00
2022,IR,24MO09224004,3-X 2OBO6,19202206,15,N2,00,10,1W,29,00
2022,IR,24MO09224004,3-X 2OBXQ,L9202205,25,N2,00,00,1W,35,A0
2022,IR,24MO0940000C,T0BKCEH72,8N202212,29,N4,00,10,1B,24,00
2022,IR,24MO0940000C,T0BKEEL72,8N202210,21,N4,00,10,1W,22,00
2022,IR,24MO0940000C,T0BRF5-72,8N202204,23,N2,00,10,1W,13,B0
2022,IR,24MO0940600C,T-10MZU72,8N202210,11,N4,00,10,3M,13,C0
2022,IR,24MO0940600C,T-4AORU72,8N202205,13,N2,00,10,1U,29,00
2022,IR,24MO0940600C,T-4EVMU72,8N202207,08,N3,00,10,1W,13,B0
2022,IR,24MO0940600C,T-4IYTU72,8N202205,24,N2,00,10,1W,13,C0
2022,IR,24MO0940600C,T-4IYZU72,8N202205,23,N2,00,10,1W,13,C0
2022,IR,24MO0940600C,T-4YV3U72,8N202207,26,N3,00,10,1W,13,B0
2022,IR,24MO09500002,8-JPOR2TD,1A202206,02,N2,00,10,1U,13,C0
2022,IR,24MO0950000C,T-IKE5U72,8N202203,13,N1,00,10,1B,13,B0
2022,IR,24MO0950000O,Z-66NNIQ-,F3202207,20,N3,00,10,1B,11,D0
2022,IR,24MO0950000O,Z-6BI5IQ-,F3202206,28,N2,00,10,0U,29,00
2022,IR,24MO0950000O,Z-6XXKIQ-,F3202206,15,N2,00,10,1W,13,C0
2022,IR,24MO0950000P,U-1N50WVS,CT202205,13,N2,00,10,1U,13,C0
2022,IR,24MO0950000Z,L-KW SB-F,39202212,25,N4,00,20,1U,13,C0
2022,IR,24MO0950400C,T-41M3U72,8N202210,07,N4,00,10,1B,23,F0
2022,IR,24MO09510003,9-MQW5C6X,I202204,15,N2,00,10,1U,29,00
2022,IR,24MO0951300C,T-1IOBU72,8N202205,27,N2,00,20,3U,13,A0
2022,IR,24MO0951900C,T-41A3U72,8N202209,14,N3,00,10,1W,13,B0
2022,IR,24MO09528002,8-HW4Z2TD,1A202212,07,N4,00,10,1B,13,B0
2022,IR,24MO09530000,NDZLNB 5I,Q-202207,14,N3,00,10,1B,28,00
2022,IR,24MO0953100C,T-4ABPU72,8N202203,24,N1,00,00,0U,29,00
2022,IR,24MO09538002,W2JGUOVS2,1A202209,04,N3,00,10,2B,13,C0
2022,IR,24MO0954800C,T-A0VPU72,8N202206,06,N2,00,00,0U,23,H0
2022,IR,24MO0956500,I-ZLOZAG0,W5202203,24,N1,00,10,1W,13,A0
2022,IR,24MO0956500P,U-0W 4WVS,CT202206,05,N2,00,10,1W,13,B0
2022,IR,24MO0956700C,T- -VPU72,8N202204,08,N2,00,20,1W,13,B0
2022,IR,24MO0956900C,T-4RV3U72,8N202211,29,N4,00,00,1B,23,C0
2022,IR,24MO09570003,9-BFWSC6X,I202211,11,N4,00,10,3W,13,A0
2022,IR,24MO0957500C,T-D1HPU72,8N202203,01,N1,00,10,0U,23,D0
2022,IR,24MO09577002,8-HQU82TD,1A202204,30,N2,00,10,1B,29,00
2022,IR,24MO09577003,9-MAW9C6X,I202212,21,N4,00,10,1U,23,H0
2022,IR,24MO0957700L,6-4NHZVF3,9G202210,19,N4,00,10,1B,29,00
2022,IR,24MO0957700N,J-UHPS41A,EM202211,12,N4,00,10,2B,23,H0
2022,IR,24MO0957700P,U-0AJ0WVS,CT202207,09,N3,00,10,1B,29,00
2022,IR,24MO0957700U,7-WEZ5HSC,TD202206,03,N2,00,00,0U,22,00
2022,IR,24MO0959A00C,T-4KMTU72,8N202203,23,N1,00,10,1U,13,C0
2022,IR,24MO0970000C,T-BEMZU72,8N202211,04,N4,00,10,1W,13,B0
2022,IR,24MO0970000C,T-BROBU72,8N202201,05,N1,00,10,1W,13,C0
2022,IR,24MO09900002,W2JGUF2ID,1A202204,01,N2,00,00,1U,23,D0
2022,IR,24MO10106002,W2JGU7287,BA202201,05,N1,00,10,2M,13,A0
2022,IR,24MO10106002,W2JGU7PJ2,KA202212,13,N4,00,10,1B,13,B0
2022,IR,24MO1050000R,L2U4ILEOF,39202204,05,N2,00,10,1U,13,C0
2022,IR,24MO1050000X,J207NZ28A,EM202207,15,N3,00,10,2U,13,C0
2022,IR,24MO10700002,8-HY6K2TD,1A202206,22,N2,00,10,1W,13,C0
2022,IR,24MO1070100V,C-KO584TX,ZM202204,17,N2,00,00,1U,29,00
2022,IR,24MO1110000L,N2 5BPXF3,9G202210,08,N4,00,10,1W,13,C0
2022,IR,24MO11300002,W2JGU7L8N,1A202207,27,N3,00,20,4W,13,A0
2022,IR,24MO1150300P,U-0W5JWBS,CT202201,01,N1,00,10,1W,29,00
2022,IR,24MOKPD00001,P2TYG0YM-,72202209,29,N3,00,10,1B,13,C0
2022,IR,24MOKPD00001,P2TYG1CRD,72202210,04,N4,00,10,2A,13,A0
2022,IR,24MOKPD00001,P2TYGIOTC,72202209,16,N3,00,10,1W,13,B0
2022,IR,24MOKPD00001,P2TYGKERH,72202209,09,N3,00,10,1W,29,00
2022,IR,24MOKPD00001,P2TYGROQ-,72202209,05,N3,00,10,1B,13,A0
2022,IR,24MOKPD00001,P2TYGSYRH,72202209,26,N3,00,20,1B,13,B0
2022,IR,24MOKPD00001,P2TYG-WZC,72202209,23,N3,00,10,0U,13,A0
2022,IR,24MOKPD00001,P2TYGYWQD,72202210,14,N4,00,20,1W,13,A0
2022,IR,24MOKPD00005,620QVMQNF,I202202,27,N1,00,10,1W,13,A0
2022,IR,24MOKPD00005,620QVQGPL,I202203,25,N1,00,10,5B,13,B0
2022,IR,24MOKPD0000I,-2X4I4EX,39202205,06,N2,00,10,2B,10,00
2022,IR,24MOKPD0000I,-2X4IHYMO,39202203,31,N1,00,10,1W,13,C0
2022,IR,24MOKPD0000I,-2X4ILEKO,39202204,20,N2,00,10,0U,13,C0
2022,IR,24MOKPD0000K,T2JPUZPZY,1A202202,05,N1,00,10,1W,13,B0
2022,IR,24MOKPD0000N,V22WG454P,CT202206,11,N2,00,10,0U,13,C0
2022,IR,24MOKPD0000N,V22WGJY6Z,CT202205,17,N2,00,10,1B,13,B0
2022,IR,24MOKPD0000N,V22WGM7HP,CT202205,13,N2,00,10,1B,13,C0
2022,IR,24MOKPD0000N,V22WGMYKK,CT202205,12,N2,00,10,1W,13,A0
2022,IR,24MOKPD0000,Q26JX1SER,F3202211,10,N4,00,30,1B,13,A0
2022,IR,24MOKPD0000,Q26JXIIEB,F3202210,26,N4,00,10,1W,13,B0
2022,IR,24MOKPD0000,Q26JXKOPV,F3202210,09,N4,00,00,0U,29,00
2022,IR,24MOKPD0000V,G2BLD1AB9,W5202207,04,N3,00,10,1W,13,B0
2022,IR,24MOKPD0000V,G2BLD2AXX,W5202206,22,N2,00,10,1U,29,00
2022,IR,24MOKPD0000V,G2BLD2CID,W5202206,20,N2,00,40,0U,13,C0
2022,IR,24MOKPD0000V,G2BLDI8C9,W5202207,07,N3,00,00,1U,29,00
2022,IR,24MOKPD0000V,G2BLDIA3J,W5202206,14,N2,00,00,1W,29,00
2022,IR,24MOKPD0000V,G2BLDXYIT,W5202206,17,N2,00,10,1W,13,B0
2022,IR,24MOKPD0000V,G2BLD-YCJ,W5202207,12,N3,00,10,1W,29,00
2022,IR,24MOKPD0000Y,F2 KB4TR2,9G202212,13,N4,00,40,0U,13,C0
2022,IR,24MOKPD0000Y,F2 KBBLDI,9G202212,07,N4,00,10,1B,29,00
2022,IR,24MOKPD0000Y,F2 KBBLOX,9G202212,07,N4,00,10,1W,13,B0
2022,IR,24MOKPD0000Y,F2 KBBRSX,9G202212,08,N4,00,10,0U,13,B0
2022,IR,24MOKPD0000Y,F2 KBCUR2,9G202212,11,N4,00,40,1B,13,A0
2022,IR,24MOKPD0000Y,F2 KBZRSI,9G202211,29,N4,00,10,1B,13,C0
2022,IR,24MOKPD0000Z,12K7N7CJ,EM202209,02,N3,00,10,0U,13,A0
2022,IR,24MOKPD0000Z,12K7N8N0O,EM202207,26,N3,00,10,0U,13,A0
2022,IR,24MOKPD0000Z,12K7N8Y W,EM202207,28,N3,00,10,1B,13,C0
2022,IR,24MOKPD0000Z,12K7NI4T,EM202208,13,N3,00,10,1W,13,A0
2022,IR,24MOKPD0000Z,12K7NJ40,EM202208,17,N3,00,30,3M,13,B0
2022,IR,24MOKPD0000Z,12K7NJ6JD,EM202208,16,N3,00,10,1A,13,C0
2022,IR,24MOKPD0000Z,12K7NS42N,EM202208,21,N3,00,10,1B,13,A0
2022,IR,24MOKPD0000Z,12K7NULKR,EM202208,10,N3,00,00,0U,29,00
2022,IR,24MOSPD0000C,T0 0VZV72,8N202208,05,N3,00,10,1W,13,B0
2022,IR,24MOSPD0000C,T011AB-72,8N202206,26,N2,00,20,1B,13,B0
2022,IR,24MOSPD0000C,T041E5-72,8N202204,25,N2,00,10,1B,13,B0
2022,IR,24MOSPD0000C,T0B-FR972,8N202202,01,N1,00,10,0U,13,C0
2022,IR,24MOSPD0000C,T0GREBQ72,8N202212,19,N4,00,10,1B,29,00
2022,IR,24MOSPD0000C,T0QRERC72,8N202208,30,N3,00,00,0U,29,00
2022,IR,24MOSPD0000C,T0VACSL72,8N202211,03,N4,00,10,0U,13,B0
2022,IR,24MOSPD0000C,T0VKBSL72,8N202206,09,N2,00,10,1B,13,C0
2022,IR,24MOSPD0000C,T0VKBT972,8N202210,29,N4,00,10,2B,13,C0
2022,IR,24MOSPD0000C,T0VRWEH72,8N202210,24,N4,02,50,1B,09,A0
2022,IR,24MOSPD0000C,T0 YVSQ72,8N202208,23,N3,00,10,0U,29,00
2022,IR,23MS0020100Z,82XWIOZX6,39202212,06,N4,00,00,1W,23,C0
2022,IR,23MS0060000C,T0VRYPU72,8N202205,12,N2,00,10,3B,13,B0
2022,IR,23MS0060100Z,L-J4ILBKF,39202210,30,N4,00,10,1W,13,B0
2022,IR,23MS01700002,W2JGU7ZIY,JN202203,18,N1,00,10,0U,13,C0
2022,IR,23MS01702002,W2JPUF SG,1A202203,28,N1,00,10,1W,13,B0
2022,IR,23MS0180100N,H2K7N8G0R,EM202205,04,N2,00,10,1B,13,A0
2022,IR,23MS0180100O,226JXKBZU,F3202207,27,N3,00,10,1B,13,B0
2022,IR,23MS0180100U,G285WP4ON,TD202209,21,N3,00,10,1W,13,B0
2022,IR,23MS0230000B,T01AVBMS3,8N202212,07,N4,00,10,1W,13,C0
2022,IR,23MS0240000,K2BJD2FN0,W5202209,15,N3,00,00,1B,29,00
2022,IR,23MS03006002,W2JQU7ZLL,1A202210,07,N4,00,00,1B,35,B0
2022,IR,23MS0300600V,X2TYGRV5C,72202206,02,N2,00,10,1W,13,B0
2022,IR,23MS0320000V,X2TYGRAIQ,Q3202206,07,N2,00,10,1B,13,C0
2022,IR,23MS0320000Z,82XWIYPJQ,ZY202212,21,N4,00,10,0U,23,H0
2022,IR,23MS0350000E,UO1AV3CTU,8N202204,08,N2,00,00,1B,29,00
2022,IR,23MS0350000E,UO1AVTC-3,8N202205,31,N2,00,10,0U,23,H0
2022,IR,23MS03700002,W2JPU7 L7,BN202207,01,N3,00,10,1W,13,C0
2022,IR,23MS03700002,W2JPU7N8X,W202211,18,N4,00,10,0U,13,B0
2022,IR,23MS0400000Z,82XWIB6X7,39202212,25,N4,00,10,1U,24,00
2022,IR,23MS0410100Z,82X7IYK-F,39202201,11,N1,00,10,1W,13,C0
2022,IR,23MS04107002,W2JGUH59N,1A202203,07,N1,00,10,0U,23,H0
2022,IR,23MS0460000C,T-B-ORU72,8N202204,20,N2,00,10,2W,28,00
2022,IR,23MS0580000P,923WGH40F,2U202209,18,N3,00,10,1W,13,C0
2022,IR,23MS0610100C,T0BRVZLFC,8N202208,25,N3,00,10,1W,13,B0
2022,IR,23MS0670000C,I0VAFPU72,8N202210,27,N4,00,10,0U,23,H0
2022,IR,23MS07100002,W2JGU8O8D,1A202211,09,N4,00,20,1W,13,A0
2022,IR,23MS0750100C,T0BRV59FF,8N202208,09,N3,00,10,2B,25,00
2022,IR,23MS0750100C,T0BRVEV-3,8N202210,05,N4,00,20,2M,13,B0
2022,IR,23MS0750100C,T0BRVTQ6X,8N202206,24,N2,00,00,1B,35,A0
2022,IR,23MS0800000Z,82XRIYRKO,39202212,12,N4,00,20,1W,13,B0
2022,IR,25MT0070100N,20DVHGPU,I202210,21,N4,00,10,4M,13,C0
2022,IR,25MT0070100P,12JGUF3LG,1A202201,30,N1,00,10,0U,13,C0
2022,IR,25MT0070100P,12JGUX264,1A202204,08,N2,00,20,0U,29,00
2022,IR,25MT0070100P,12JGUZP87,1A202207,17,N3,00,10,1W,13,B0
2022,IR,25MT0070100Q,20DVMQFU,I202211,14,N4,00,20,1W,13,A0
2022,IR,25MT01503002,W2JPU7Z62,KO202210,15,N4,00,00,0U,29,00
2022,IR,25MT0160100B,Y2JGU8 UY,1A202211,27,N4,00,10,1W,13,A0
2022,IR,25MT01606000,QIX 2OPV7,-9202212,18,N4,00,10,0U,29,00
2022,IR,25MT01606000,QIX 2OZB7,Z9202205,29,N2,00,10,1W,13,C0
2022,IR,25MT02501002,W2JPU7297,KI202206,04,N2,00,10,0U,13,A0
2022,IR,25MT0430000R,T01AVM-1C,8N202212,28,N4,00,10,1W,13,C0
2022,IR,25MT05601002,W2JPU7 76,B4202207,19,N3,00,10,1W,13,B0
2022,IR,25MT05601002,W2JPU7OIL,JI202210,22,N4,00,10,1U,13,B0
2022,IR,25MT05601002,W2JPU7PZX,XW202206,08,N2,00,10,1I,12,00
2022,IR,26NB0010100C,T-4YVSU72,8N202207,23,N3,00,10,1W,13,C0
2022,IR,26NB0060100T,522WGHP6Z,CT202203,12,N1,00,20,1W,13,C0
2022,IR,26NB0070100R,T01AVSRSC,8N202206,02,N2,00,10,0U,29,00
2022,IR,26NB0180100C,T-4KHPU72,8N202207,03,N3,00,10,1W,13,B0
2022,IR,26NB0230100C,T-GAOEU72,8N202210,13,N4,00,10,0U,23,C0
2022,IR,26NB0230100C,T-GYC3U72,8N202211,22,N4,00,10,0U,13,B0
2022,IR,26NB0270000D,TS64K72UN,A202203,31,N1,00,10,1W,13,C0
2022,IR,26NB0280000S,I0BR6X8CR,Q-202207,25,N3,00,40,1P,13,B0
2022,IR,26NB0280000Y,L0X KO4LV,SY202212,27,N4,00,10,1W,13,C0
2022,IR,26NB0280000Y,L0X KOZXV,ST202203,02,N1,00,10,1W,13,C0
2022,IR,26NB02802005,F9BT7X9G0,W5202202,10,1,00,10,1B,13,C0
2022,IR,26NB02802005,F9BTOX9G0,W5202202,10,1,00,10,1B,13,C0
2022,IR,26NB02802009,Q10 KSQ-F,39202204,29,2,00,10,2W,13,C0
2022,IR,26NB02802009,Q66WYYQ-F,39202212,19,4,00,10,1U,23,*0
2022,IR,26NB0280200A,V9MPKZCTD,1A202202,04,1,00,10,1U,23,*0
2022,IR,26NB0280200A,V9UP-HCTD,1A202202,22,1,00,00,3B,23,*0
2022,IR,26NB0280200G,-4WJB6-F3,9G202209,02,3,00,10,1W,13,A0
2022,IR,26NB0280200G,M98Y4E-F3,9G202202,17,1,00,10,1B,13,B0
2022,IR,26NB0280200G,M9NY4C-F3,9G202203,15,1,00,10,1U,29,00
2022,IR,26NB0280200I,O9AREML6X,I202203,12,1,00,10,1B,23,*0
2022,IR,26NB0280200I,O9GRV5L6X,I202203,03,1,00,10,1W,13,C0
2022,IR,26NB0280200L,433FM84KO,ZL202208,21,3,00,10,1W,13,A0
2022,IR,26NB0280200L,43CCDE4KO,ZL202208,23,3,00,10,1W,13,B0
2022,IR,26NB0280200M,D4KKN6D1A,EM202209,06,3,00,10,1U,13,A0
2022,IR,26NB0280200M,D547Z8D1A,EM202211,05,4,00,10,1U,29,00
2022,IR,26NB0280200N,H8IYC5U72,8N202201,31,1,00,10,1W,13,B0
2022,IR,26NB0280200N,U0IRCZU72,8N202204,21,2,00,10,1W,13,A0
2022,IR,26NB0282400V,S0IRILV3C,P2202203,11,N1,00,10,1W,13,C0
2022,IR,26NB03401002,W2JPU7274,I202206,28,N2,00,00,0U,23,D0
2022,IR,26NB0400100R,L20WIH4VF,39202211,29,N4,00,10,0U,13,C0
2022,IR,26NB0400100U,92BQVPOPX,I202210,25,N4,00,20,2M,13,B0
2022,IR,26NB04800006,Q26JXKS6V,F3202207,30,N3,00,10,1W,13,C0
2022,IR,26NB0480000B,G2BLDXANT,W5202204,22,N2,00,10,1W,13,B0
2022,IR,26NB0480000J,T2JQU7P94,1A202210,19,N4,00,10,1W,29,00
2022,IR,26NB05100005,L20RVF3-F,I202211,03,N4,00,00,1W,35,A0
2022,IR,26NB0550100-,6-4ZIBVD3,9G202207,02,N3,00,20,1W,29,00
2022,IR,26NB0550100C,8-H55Z28D,1A202210,18,N4,00,00,0U,29,00
2022,IR,26NB0550100C,8-HKK72ZD,1A202209,13,N3,00,10,1W,13,B0
2022,IR,26NB0550100H,S-NJQKWQU,72202212,27,N4,00,20,0U,29,00
2022,IR,26NB0550100L,9-BQEKCNX,I202211,18,N4,00,10,1W,13,B0
2022,IR,26NB0550100L,9-M5W2CUX,I202209,29,N3,00,10,1B,13,B0
2022,IR,26NB0550100M,Z-G0R5IB-,F3202210,27,N4,00,20,0U,29,00
2022,IR,26NB0550100M,Z-N6I I6-,F3202209,04,N3,00,10,1W,13,A0
2022,IR,26NB0550100M,Z-N6W1IR-,F3202208,14,N3,00,20,1W,13,C0
2022,IR,26NB0550100M,Z-NKN IC-,F3202207,08,N3,00,10,5W,13,A0
2022,IR,26NB0550100R,U-0KNZWHS,CT202205,18,N2,00,00,0U,29,00
2022,IR,26NB0550100R,U-0X5JWKS,CT202207,10,N3,00,00,2M,29,00
2022,IR,26NB0550500C,T0BKM3972,8N202207,14,N3,00,00,0U,29,00
2022,IR,26NB0550500C,T0BKM5V72,8N202207,18,N3,00,10,1W,13,B0
2022,IR,26NB0550500C,T0BRF5R72,8N202202,20,N1,00,10,0U,23,D0
2022,IR,26NB0560100C,TNBKW3VG2,8N202211,10,N4,00,10,1W,13,B0
2022,IR,26NB06001000,A2JPU736G,1A202202,09,N1,00,10,2M,13,B0
2022,IR,26NB0660100C,TN8RVMDQ2,8N202201,13,N1,00,10,1W,13,C0
2022,IR,26NB0660100C,TN8RYSLP2,8N202205,22,N2,00,30,1W,13,C0
2022,IR,26NB0710100A,ND4L6JWVO,C-202206,04,N2,00,10,1W,29,00
2022,IR,26NB0730100M,U2JQU73ZC,1A202210,10,N4,00,00,2B,29,00
2022,IR,26NB0730100N,B2TYGROT9,72202206,08,N2,00,00,1W,23,C0
2022,IR,26NB0740100K,B2TYGRYBC,72202206,08,N2,00,20,1W,12,00
2022,IR,26NB0790000S,Z-24K726X,JA202208,31,N3,00,10,0U,29,00
2022,IR,26NB07901001,ND5K6X4KA,YX202203,03,N1,00,10,0U,13,B0
2022,IR,26NB0790200H,ND5K6X4KH,6R202202,09,N1,00,10,0U,23,H0
2022,IR,26NB0930100S,ND5L6J81S,Q-202207,03,N3,00,60,1W,13,C0
2022,IR,26NB0930100S,ND5L6JOJH,Q-202210,09,N4,00,20,1W,13,C0
2022,IR,26NBNSP1200L,MP6X4NBYV,V3202211,01,N4,00,10,1W,13,A0
2022,IR,26NBNSP4000N,CPJ4UHP8N,JA202210,04,N4,00,00,3M,35,A0
2022,IR,32NC0010000O,226JXKOR-,F3202206,23,N2,00,20,1W,13,C0
2022,IR,32NC0010100N,H2K7NS6XA,EM202209,22,N3,00,20,0U,13,C0
2022,IR,32NC0010100P,922WGMPUS,CT202205,18,N2,00,20,1W,13,C0
2022,IR,32NC0010100V,X2TYGKFRU,72202210,25,N4,00,10,0U,13,C0
2022,IR,32NC0010100Z,82X4IHPOF,39202204,07,N2,00,10,1B,13,C0
2022,IR,32NC0010100Z,82X4ILYLF,39202205,01,N2,00,10,1B,13,B0
2022,IR,32NC0050000C,T-BSAQU72,8N202210,07,N4,00,00,1W,20,00
2022,IR,32NC00600002,81MPO728C,I202211,08,N4,00,10,1W,13,A0
2022,IR,32NC00701002,8-HPUO29D,1A202201,04,N1,00,10,1W,13,C0
2022,IR,32NC00701002,8-HQBZ26D,1A202210,01,N4,00,00,1B,23,C0
2022,IR,32NC0070100,I-ZLD2A30,W5202203,10,N1,00,10,1B,13,C0
2022,IR,32NC00900002,W2JGUPL6D,1A202206,22,N2,00,00,1B,35,B0
2022,IR,32NC00900003,A20DVK8UX,I202209,15,N3,00,10,1W,13,C0
2022,IR,32NC00900003,A20DVSQ9X,I202207,13,N3,00,10,1U,26,F0
2022,IR,32NC00903005,F2UA-W J4,VS202208,01,N3,00,10,1B,13,B0
2022,IR,32NC0100000S,Z2JGUROUX,1A202209,13,N3,00,00,1W,35,A0
2022,IR,32NC0100200M,4LX 2OZRS,C9202207,09,N3,00,00,1U,29,00
2022,IR,32NC01005001,QLX 2OZBR,X9202212,11,N4,00,20,2W,13,B0
2022,IR,32NC01005001,QLX 2OZRS,I9202205,09,N2,00,10,0U,13,A0
2022,IR,32NC0101100Z,L-JWKBB-F,39202208,01,N3,00,10,1U,13,C0
2022,IR,32NC0101300L,62JGUF27N,1A202206,29,N2,00,10,0U,23,H0
2022,IR,32NC01100002,W2JPU7VLX,1A202201,29,N1,00,10,0U,29,00
2022,IR,32NC01100002,W2JPUF2ZG,1A202202,16,N1,00,10,0U,13,A0
2022,IR,32NC01100002,W2JPUHUSY,1A202206,05,N2,00,10,0U,29,00
2022,IR,32NC01100002,W2JPUO264,1A202203,25,N1,00,20,0U,29,00
2022,IR,32NC01100002,W2JPUOO94,1A202204,20,N2,00,10,2W,29,00
2022,IR,32NC01100002,W2JPURNS7,1A202209,10,N3,00,10,0U,23,H0
2022,IR,32NC01100002,W2JPUZVL4,1A202212,27,N4,00,10,1W,13,B0
2022,IR,32NC0110100C,T01AMMH72,8N202210,19,N4,00,10,1W,13,C0
2022,IR,32NC0110100C,T01AOMQ72,8N202210,12,N4,00,10,1W,13,C0
2022,IR,32NC0110100C,T01AYTR72,8N202210,15,N4,00,10,1W,13,B0
2022,IR,32NC0110100C,T01SFZQ72,8N202211,21,N4,00,10,1U,13,B0
2022,IR,32NC0110100C,T041ARQ72,8N202208,19,N3,00,10,0U,13,A0
2022,IR,32NC0110100C,T04EASC72,8N202209,02,N3,00,30,1W,13,C0
2022,IR,32NC0110100C,T04RBRV72,8N202205,28,N2,00,10,1W,13,B0
2022,IR,32NC0110100C,T04RMRM72,8N202205,26,N2,00,10,0U,13,A0
2022,IR,32NC0110100C,T0B1E5H72,8N202204,11,N2,00,10,0U,13,C0
2022,IR,32NC0110100C,T0B1YQL72,8N202204,13,N2,00,10,0U,29,00
2022,IR,32NC0110100C,T0BKVSC72,8N202201,17,N1,00,10,2W,13,A0
2022,IR,32NC0110100C,T0BSEQL72,8N202203,16,N1,00,10,0U,13,C0
2022,IR,32NC01103002,W2JGU7ZZG,A202205,16,N2,00,10,0U,23,H0
2022,IR,32NC0110600C,T0 IVSCT0,8N202203,30,N1,00,10,0U,29,00
2022,IR,32NC01200003,A20QVSQFX,I202204,26,N2,00,10,1B,13,B0
2022,IR,32NC0120000P,922WGIJOS,CT202212,06,N4,00,10,1W,13,C0
2022,IR,32NC0120000Z,82X4IH4KF,39202207,27,N3,00,10,0U,29,00
2022,IR,32NC01300003,91BR-F39D,I202211,09,N4,00,20,1W,29,00
2022,IR,32NC0130000C,T0QRWSCTF,8N202204,06,N2,00,00,0U,29,00
2022,IR,32NC0130100C,T0 0CMU72,8N202203,26,N1,00,10,1B,13,C0
2022,IR,32NC0130100C,T0GEATU72,8N202206,05,N2,00,10,1W,13,B0
2022,IR,32NC0130200C,T04KC3U72,8N202202,03,N1,00,10,1W,13,B0
2022,IR,32NC01401005,H-92223HP,UH202208,27,N3,00,10,2W,23,H0
2022,IR,32NC01401005,H-9L293HP,UH202206,23,N2,00,20,3W,23,H0
2022,IR,32NC01500003,A20QVQ36X,I202203,25,N1,00,10,2B,29,00
2022,IR,32NC0160000C,T0GAEBHO2,8N202206,13,N2,00,10,1W,29,00
2022,IR,32NC01602003,L16 KYBL6,29202212,17,N4,00,00,1U,29,00
2022,IR,32NC01602003,L16 KYBL6,S9202212,17,N4,00,00,1U,29,00
2022,IR,32NC0160600U,G283W5BZC,TD202209,17,N3,00,10,2U,29,00
2022,IR,32NC01800003,A20DVQ8-X,I202205,12,N2,00,00,3W,29,00
2022,IR,32NC01807002,W2JGUHLUD,1A202207,13,N3,00,00,1U,29,00
2022,IR,32NC0190000L,6-4KYZVS3,9G202208,26,N3,00,10,0U,29,00
2022,IR,32NC01901002,W2JPUONZD,1A202201,14,N1,00,00,1B,35,B0
2022,IR,32NC0190100,K2BLDC8C0,W5202208,12,N3,00,10,1U,29,00
2022,IR,32NC0190100,K2BLDVCB0,W5202208,09,N3,00,00,1U,23,G0
2022,IR,32NC0190100,K2BLDXCE0,W5202207,11,N3,00,00,1W,26,F0
2022,IR,32NC0190100,K2BLDZS30,W5202207,25,N3,00,10,1W,22,00
2022,IR,32NC0190100,K2BLDZTI0,W5202207,25,N3,00,10,1B,13,A0
2022,IR,32NC0190100P,922WGHY6S,CT202205,31,N2,00,00,1W,26,A0
2022,IR,32NC0190100V,X2TYGKWEU,72202210,17,N4,00,10,1U,24,00
2022,IR,32NC0190200Z,82X4ISK-F,39202208,18,N3,00,10,1W,13,C0
2022,IR,32NC02000002,W2JGUHP9X,A202209,13,N3,00,10,0U,13,C0
2022,IR,32NC02002002,W2JGUFPJX,BA202204,17,N2,00,10,1W,13,B0
2022,IR,32NC0210000U,G285WP6RC,TD202209,27,N3,00,10,1B,29,00
2022,IR,32NC02200002,W2JGUKPZY,1A202210,27,N4,00,10,1W,23,H0
2022,IR,32NC02200002,W2JGUR SN,1A202209,15,N3,00,10,1W,13,B0
2022,IR,32NC02200002,W2JGUZPS7,1A202212,17,N4,00,10,1W,26,B0
2022,IR,32NC0230000V,X2TYGROSC,T3202205,25,N2,00,10,2M,13,B0
2022,IR,32NC02500002,W2JPU73IN,JX202204,21,N2,00,10,1B,24,00
2022,IR,32NC02601002,W2JPU8ZI2,1A202203,04,N1,00,10,1W,13,C0
2022,IR,32NC02601003,A20QVSUFD,I202205,15,N2,00,20,1B,13,C0
2022,IR,32NC0260100P,922WGH7BP,CT202212,07,N4,00,10,1W,13,B0
2022,IR,32NC0260100Z,82X4IB6VZ,39202211,15,N4,00,20,2M,13,A0
2022,IR,32NC0260100Z,82X4IHCUS,39202208,25,N3,00,00,1U,29,00
2022,IR,32NC0260100Z,82X4IJEOZ,39202209,16,N3,00,10,1B,13,C0
2022,IR,32NC0260100Z,82X4IS4US,39202209,27,N3,00,10,1W,13,C0
2022,IR,32NC0260100Z,82X4ISPX7,39202209,26,N3,00,10,1W,13,C0
2022,IR,32NC02602003,A20QVPCZX,I202207,12,N3,00,10,1W,13,C0
